StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2_1,Q127,Q61,Q62,Q63,Q64,Q129,Q133,Q65,Q50,Q128,Q66,Q134,Q131,Q132,Q135_1,Q135_2,Q135_3,Q135_4,Q135_5,Q135_6,Q135_7,Q135_8,Q135_9,Q135_10,Q135_11,Q135_12,Q135_13,Q135_14,Q135_15,Q135,Q136,Q137,Q138,Q90,Q51_1,Q51_2,Q51_3,Q51_4,Q51_5,Q51_6,Q51_7,Q51_8,Q51_9,Q51_10,Q51_11,Q53,Q54,Q55,Q56,Q3,Q8,Q9,Q10,Q11,Q111_1,Q111_2,Q111_3,Q111_4,Q111_5,Q111_6,Q111_7,Q111_8,Q111_9,Q111_10,Q111_11,Q111_12,Q111_13,Q111_14,Q139,Q81,Q83,Q84,Q57,Q58,Q86,Q87,Q88,Q89,Q90,Q108,Q91,Q92,Q94,Q109,Q95,Q59,Q99,Q100,Q101,Q110,Q121,Q123,Q134,Q142,Q166,Q143,Q91,Q172_1,Q173,Q174,Q175,Q176,Q177,Q178,Q179,Q180,Q202,Q203,Q144,Q89,Q70,Q71,Q74,Q75,Q72,Q73,Q76,Q140,Q69,Q_TotalDuration
12/9/2019 11:10,12/9/2019 11:28,0,136.36.218.105,100,1057,1,12/9/2019 11:28,R_3HSUDY2rGOwiNqb,,,,,40.23420715,-111.6442032,anonymous,EN,mld223,1,7,1,"1,2",,2,"3,4",4,1,"7,11","5,8,10,11,15",Candy Crush,"2,5,7",,7,5,5,6,5,6,7,6,5,2,1,3,7,5,6,1,"1,2,5,6",,3,1,5,5,6,6,5,6,7,6,2,4,2,2,"2,4",,2,31,1,3.94,16,0,6,5,7,7,6,7,7,5,6,5,6,2,5,6,0,20,0,0,,,0,1,7,7,2,3,0,,,2,1,,0,,,3.77,1,5,1,Experience Design Management,0,6,1,30,1,7,1,0,0,,,0,6,6,0,0,1,1,,,9,,,1,I also like to play Just Dance,1057
12/9/2019 11:18,12/9/2019 11:28,0,128.187.116.2,100,616,1,12/9/2019 11:28,R_PYwlPBM1yimNnH3,,,,,40.35949707,-111.7303009,anonymous,EN,schf2,1,19,1,5,Didn’t have a console ,4,5,5,1,1,,Assassins creed ,3,,6,2,2,6,4,6,6,6,5,4,5,5,6,6,6,1,2,,0.5,,5,6,5,1,7,2,7,2,7,3,1,5,"2,4",,5,29,1,4,12,0,5,7,6,5,6,7,7,4,6,6,3,6,1,1,0,21,0,0,,,1,1,7,7,1,2,0,,,0,0,,1,UVU,18,N/A,0,3,0,Stats ,0,6,1,60,6,7,1,0,1,6,Friends,1,5,5,0,0,1,"1,4",,6,11,,,0,,616
12/9/2019 11:22,12/9/2019 11:29,0,66.219.236.186,100,413,1,12/9/2019 11:29,R_3KqlXp6vvnXhaZE,,,,,40.25840759,-111.6591034,anonymous,EN,jack209,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"2,6,8",,2,,5,6,6,6,5,3,5,7,6,5,1,7,"1,2,3,4",,6,35,31,3.8,15,0,6,6,6,7,6,3,3,5,5,6,3,7,2,1,0,21,0,0,,,1,1,7,7,5,3,0,,,2,1,,0,,,3.9,0,6,1,Finance,0,6,1,84,1,10,1,0,0,,,1,7,6,0,0,0,,,,,,,1,No,413
12/9/2019 11:16,12/9/2019 11:31,0,66.219.235.101,100,868,1,12/9/2019 11:31,R_24pGmIBw1AoYvf7,,,,,40.23420715,-111.6442032,anonymous,EN,skpryor,1,4,1,"1,2",,4,5,5,0.5,"7,10,11","12,16,18",Mobile - Two Dots,"2,5,7",,6,6,6,6,5,6,5,3,3,4,5,5,3,3,2,1,"1,2,5,6,7",,2,0,6,6,6,6,3,6,6,6,3,3,5,3,"2,4,9",W3 Schools,5,35,30,3.85,14,0,7,7,6,6,5,2,5,5,5,6,3,5,3,3,0,19,0,0,,,0,1,6,7,1,3,0,,,2,1,,0,,,3.93,1,6,1,Pre-Business (Accounting)0,0,6,1,95,1,1,1,0,0,,,1,5,6,0,0,1,"1,3,4,5",3,5,8,,sortinghatchat’s Harry Potter house sorting test,0,,868
12/9/2019 11:13,12/9/2019 11:31,0,128.187.116.29,100,1108,1,12/9/2019 11:31,R_3D5ZdxLkxihIfEY,,,,,40.35949707,-111.7303009,anonymous,EN,bmelody,1,7,1,"2,4",,0.5,5,5,0.5,7,,Mario Kart,5,,2,1,1,2,4,1,5,4,1,1,5,3,1,5,7,1,"1,2,6",,1,0,7,7,7,7,5,7,6,7,6,5,1,1,,,,31,1,4,11,0,6,6,5,6,6,7,6,7,7,6,4,6,6,7,0,23,1,0,,,1,1,5,5,2,2,0,,,0,1,,0,,,3.99,1,6,0,Political Science,0,6,1,95,0.5,5,0,0,0,,,1,5,5,0,0,1,"1,3,4",5,2,15,,,1,"I don't like almost all video games, I only play fun kid ones with friends occasionally, but I would prefer board games or something else instead. ",1108
12/9/2019 11:23,12/9/2019 11:32,0,128.187.116.27,100,538,1,12/9/2019 11:32,R_1EghWsksYTDZhoR,,,,,40.35949707,-111.7303009,anonymous,EN,thomasbe,1,12,1,"1,2,3",,4,"4,5","4,5",1,"6,7,10,11","1,15,16",MARIO CART,"3,5,7",,6,5,5,5,4,5,6,6,5,3,2,2,6,6,6,1,"1,2",,1,0,6,6,6,7,6,7,7,7,6,6,5,4,"1,2",,3,30,1,3.96,14,0,5,6,6,7,6,7,7,7,6,6,5,6,6,6,0,22,0,0,,,1,1,5,6,1,3,0,,,4,0,,0,,,3.5,0,6,1,Accounting ,1,6,1,85,2,5,1,0,1,3,Friends ,1,6,6,0,0,1,3,1,,,,,1,,538
12/9/2019 11:27,12/9/2019 11:34,0,128.187.116.2,100,375,1,12/9/2019 11:34,R_87XeILUKvn0MJyh,,,,,40.35949707,-111.7303009,anonymous,EN,morgynsc,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"2,3,5,6",,1,0,4,4,3,6,3,6,3,4,3,3,2,1,,,,30,1,3.72,12,0,4,4,6,6,5,6,4,3,4,3,2,6,5,3,0,20,0,0,,,0,1,6,6,5,2,0,,,0.5,1,,1,BYU Hawaii,14,3.6,1,6,1,Marketing,1,6,1,100,3,6,3,0,0,,,1,5,4,0,1,1,"3,5",4,,,,16 personality types,1,,375
12/9/2019 11:23,12/9/2019 11:34,0,128.187.116.6,100,641,1,12/9/2019 11:34,R_2CesCEgOTXotd3Y,,,,,40.35949707,-111.7303009,anonymous,EN,nlb96,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,0.5,0,5,5,4,4,5,6,5,5,3,4,1,5,"2,9",Just things that come up in google really,4,26,1,3.5,12,0,5,5,6,6,6,6,6,4,4,4,1,6,7,5,0,23,0,0,,,1,1,5,,5,2,1,1,0,10,0,,0,,,2.9,0,6,1,ExDM,0,6,1,50,2,4,3,4,0,,,0,4,4,0,0,1,"1,4",,6,17,,,1,"I played during early years of high school, but once I committed more fully to a path with athletics it just kinda died out. I’ll play a game occasionally on a late night if that’s what my friends are doing, but I really don’t have time to play video games anymore ",641
12/9/2019 11:08,12/9/2019 11:34,0,128.187.116.29,100,1584,1,12/9/2019 11:34,R_248bchO5tzDyJXG,,,,,40.35949707,-111.7303009,anonymous,EN,drjwall,1,8,1,"1,2",,0.5,"3,4,5","3,4,5,6",2,3,,starcraft,"1,2",,6,6,6,6,5,1,6,7,3,2,6,3,5,6,7,1,"1,2,5,8",,1,1,6,6,6,2,6,5,6,6,5,5,1,6,"1,2,6,9",Teachable,6,28,,3.81,15,0,6,6,6,6,6,5,6,6,7,7,6,5,4,3,0,22,0,0,,,1,1,6,6,3,3,0,,,0.5,1,,0,,,3.81,0,6,1,Entrepreneurial Management,1,6,1,70,2,6,0,0,0,,,0,5,5,0,0,1,"3,5",5,,,,I don't remember the name,1,,1584
12/9/2019 11:24,12/9/2019 11:36,0,128.187.116.2,100,692,1,12/9/2019 11:36,R_sI2KRgud5vCX6Vj,,,,,40.35949707,-111.7303009,anonymous,EN,zstroud,1,5,1,1,,4,5,5,2,"1,6",,Borderlands 3,3,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,"1,2,3,4,5",,4,,3,3,3,3,6,1,6,6,1,,1,6,2,,2,31,1,3.2,15,1,2,2,6,7,6,6,6,7,7,4,6,2,2,2,0,23,0,0,,,1,1,6,7,1,,0,,,11,0,,0,,,3.25,0,6,1,Pre-business,1,5,1,100,2,10,1,1,1,2,Friends,1,6,5,1,1,1,1,,,16,,,0,None,692
12/9/2019 11:25,12/9/2019 11:36,0,128.187.116.7,100,662,1,12/9/2019 11:36,R_2YLDyJ8PFFqgxMB,,,,,40.35949707,-111.7303009,anonymous,EN,apfost11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"1,8",,0.5,1,7,7,6,4,4,6,5,5,3,5,1,5,"1,2,3,6",,4,34,1,4,15,0,7,7,5,3,5,6,7,7,7,6,7,2,3,4,0,23,0,0,,,1,1,5,5,3,3,0,,,1,1,,0,,,3.95,0,6,0,Actuarial Science,0,6,1,2,0.5,8,0,0,0,,,0,5,7,0,0,1,"1,4",,6,1,,,1,I never play video games by myself and very rarely in group settings,662
12/9/2019 11:27,12/9/2019 11:37,0,136.36.6.202,100,564,1,12/9/2019 11:37,R_1lts223Fh1qtNB0,,,,,40.23420715,-111.6442032,anonymous,EN,budgety,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"1,5,8",,1,1,6,5,6,5,7,7,6,6,3,6,1,4,2,,2,24,1,3.9,14,1,6,6,6,6,5,6,5,7,7,6,3,7,6,3,0,22,0,0,,,1,1,6,5,5,3,0,,,3,1,,0,,,3.8,0,6,1,marketing,1,6,1,100,2,4,3,0,0,,,1,6,5,0,0,1,3,5,,,,,1,I only play if my friends are playing in the same room as me,564
12/9/2019 11:26,12/9/2019 11:39,0,128.187.116.15,100,755,1,12/9/2019 11:39,R_10u4SXKM6qdy7Sr,,,,,40.35949707,-111.7303009,anonymous,EN,kdahl007,1,,1,"1,2,3",,3,5,4,0.5,"6,7,10,11","1,2,15,16",F1 Racing,7,,5,5,6,4,4,6,5,7,6,4,5,4,6,7,4,0,,,,,6,5,6,5,5,6,5,6,7,7,4,5,"2,9","Peer reviewed sources, university (both BYU and other) publications",5,32,27,4,14,0,6,6,6,7,7,6,5,4,7,6,4,4,6,6,0,19,0,0,,,2,1,6,6,1,4,0,,,3,1,,0,,,3.5,0,6,1,Pre-business,1,6,1,90,3,8,2,0,1,3,Friends in class,1,7,6,0,0,1,3,1,,,,,1,,755
12/9/2019 11:25,12/9/2019 11:39,0,66.60.109.90,100,875,1,12/9/2019 11:39,R_qwp82zIIsV0LRK1,,,,,40.87919617,-111.8685989,anonymous,EN,irineuep,1,9,0,,,13,"3,5","2,4,5",2,6,,NBA 2k20,3,,7,6,6,6,5,7,2,5,7,7,5,6,7,4,2,1,"1,2",,2,0,1,1,3,5,4,3,3,5,2,2,1,4,2,,1,22,1,3.1,13,0,7,7,7,7,5,5,4,3,5,4,2,5,3,4,0,22,1,1,1,0,1,0,5,4,5,1,0,,,0,0,,1,LDSBC,16,3.75,0,4,1,Accounting,1,6,1,97,3,6,0,0,0,,,1,6,7,0,0,1,5,,,,,,1,,875
12/9/2019 11:30,12/9/2019 11:42,0,128.187.116.1,100,775,1,12/9/2019 11:42,R_3CBfmelw7G1nxds,,,,,40.35949707,-111.7303009,anonymous,EN,lhw25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"1,2,5,6,8",,0.5,1,5,5,5,6,2,6,6,6,6,2,1,4,"2,4",,4,0,20,3.7,16,0,2,2,4,4,6,5,3,3,5,5,4,2,6,6,0,21,0,0,,,0,1,6,4,5,2,0,,,0,1,,0,,,3.4,1,6,1,EXDM,0,6,1,90,2,5,0,0,0,,,1,1,1,0,0,1,1,,,15,,,1,I strongly disapprove of video games. I’ve personally witnessed the extreme and distracting video game usage in fellow classmates and choose not to participate. ,775
12/9/2019 11:35,12/9/2019 11:43,0,128.187.116.9,100,483,1,12/9/2019 11:43,R_u9BYyugKEvvlnnb,,,,,40.35949707,-111.7303009,anonymous,EN,elihag,1,16,0,,,4,5,5,1,11,"1,4,6,8,12,16,17,18",Clash Royale ,7,,7,7,7,5,4,4,3,7,6,1,5,4,7,7,7,1,"1,2,5",,3,1,5,4,4,3,5,2,3,3,1,1,4,1,,,,25,1,3.9,15,0,5,5,7,7,6,6,4,6,6,6,6,5,1,6,0,21,0,0,,,1,1,7,7,1,3,0,,,2,0,,0,,,3.65,0,4,1,Entrepreneurship ,1,6,1,100,2,4,0,0,0,,,0,5,2,0,1,1,3,5,,,,,0,Nada ,483
12/9/2019 11:05,12/9/2019 11:45,0,99.203.77.246,100,2449,1,12/9/2019 11:45,R_8Ghoq05hO4vzC5X,,,,,41.13989258,-104.8192978,anonymous,EN,tanneste,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"1,2",,3,1,6,6,6,7,6,6,7,7,4,1,1,3,1,,2,27,1,3.66,15,0,6,6,7,6,6,7,7,6,6,6,6,4,6,7,0,22,0,0,,,1,1,5,5,5,3,0,,,3,0,,0,,,3.33,0,6,1,Finance,0,6,1,70,1,7,0,0,1,2,Friends from back home,1,6,6,0,0,1,1,,,17,,,1,,2449
12/9/2019 11:28,12/9/2019 11:47,0,66.219.236.161,100,1093,1,12/9/2019 11:47,R_296r3fHurvNyFCf,,,,,40.25840759,-111.6591034,anonymous,EN,paulk2,1,4,1,2,,8,"4,5","3,4,5",2,"1,4,7,8,9,13",,Destiny 2,"1,2,3,5,8",,7,5,5,3,4,7,7,3,6,4,5,5,2,7,7,0,,,,,7,7,7,7,5,7,5,6,7,2,1,5,2,,4,29,1,3.98,15,0,6,6,7,6,6,7,5,7,7,6,7,1,6,5,0,19,0,0,,,2,1,5,5,4,2,0,,,0,1,,0,,,3.87,0,6,0,Undeclared,0,6,1,100,2,5,0,0,0,,,0,5,5,0,0,0,,,,,,,0,,1093
12/9/2019 11:31,12/9/2019 11:47,0,66.219.235.101,100,953,1,12/9/2019 11:47,R_Zn7k1fRMaX2pWcp,,,,,40.23420715,-111.6442032,anonymous,EN,carson34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"1,2,5",,1,1,6,5,5,4,6,5,6,5,7,5,1,5,"1,2",,4,0,30,3.9,14,0,6,6,6,7,6,7,7,6,6,5,3,5,6,6,0,20,0,0,,,1,1,6,5,5,3,0,,,0,1,,0,,,,0,6,1,Pre-business: undecided,0,6,1,100,3,6,0,0,0,,,0,2,4,0,0,0,,,,,,,1,,953
12/9/2019 11:34,12/9/2019 11:47,0,128.187.112.11,100,780,1,12/9/2019 11:47,R_1ri5MLqENjUkEg3,,,,,40.35949707,-111.7303009,anonymous,EN,hawsn,1,9,1,2,,1,3,"2,5",0.5,8,,Super Smash Bros.,5,,5,2,1,5,3,1,6,6,2,2,6,6,7,7,7,1,"1,2,5,6",,1,1,5,5,6,7,3,7,7,7,7,7,1,3,2,,2,26,1,3.85,13,0,7,6,6,6,6,6,6,5,5,6,6,4,4,6,0,21,0,0,,,0,1,5,5,5,3,0,,,0.5,0,,1,Utah State University ,14,2.64,1,6,1,Pre-Business; Global Supply Chain Management,0,6,1,95,2,4,1,0,1,3,Ward members,1,5,4,1,0,1,"1,4",,3,11,,,0,,780
12/9/2019 11:34,12/9/2019 11:48,0,128.187.116.18,100,851,1,12/9/2019 11:48,R_2au73HfMmzMHzNL,,,,,40.35949707,-111.7303009,anonymous,EN,klafroth,1,7,1,2,,0.5,5,5,0.5,11,"12,13",Liar!,"1,2,3,5,6,7",,6,7,6,6,6,6,6,6,6,2,5,5,2,7,6,1,"1,2,3,5,6,7,8",,3,1,6,6,5,7,3,7,6,7,3,7,2,2,2,,4,31,1,Homeschooled,16,0,4,4,7,6,5,7,3,5,6,6,6,6,3,5,0,19,0,0,,,2,1,6,6,4,2,0,,,0,1,,0,,,3.82,1,6,1,Pre-Marketing,0,6,0,,0.5,0.5,1,1,0,,,0,2,2,0,0,1,"1,3",5,,11,,,0,I don’t play as much as I used to,851
12/9/2019 11:13,12/9/2019 11:48,0,128.187.116.24,100,2098,1,12/9/2019 11:48,R_3qrtD2dbmIpqguA,,,,,40.35949707,-111.7303009,anonymous,EN,bsc9615,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"1,2,8",,0.5,0,7,7,6,2,6,6,6,6,2,1,1,5,"1,2,9",Quizlet,3,27,21,3.96,15,0,6,6,6,1,7,7,6,6,6,6,4,4,7,5,0,23,0,0,,,1,1,5,5,1,5,0,,,1,1,,0,,,3.81,0,6,2,Biology,0,6,1,75,2,6,0,0,0,,,1,6,6,0,0,1,5,,,,,16 Personalities ,1,"They are fun in groups every once in a while, but they waste time in most any other situation. They rob you of real experiences, not sure how, but something about them is just not real. I enjoy them, but I can’t limit them well, so I just don’t buy them so I can’t waste my time.",2098
12/9/2019 11:38,12/9/2019 11:50,0,128.187.116.23,100,726,1,12/9/2019 11:50,R_bClovDaIBLKJTI5,,,,,40.35949707,-111.7303009,anonymous,EN,jatalbot,1,12,1,2,,8,4,3,1,"1,2,6",,Call of Duty,7,,6,6,5,7,5,6,3,7,5,3,2,2,7,7,4,1,"1,8",,1,0,3,2,5,2,3,4,6,5,3,3,5,5,2,,2,22,1,3.2,12,0,6,6,6,7,5,6,6,5,6,7,4,4,3,2,0,22,1,0,,,1,1,6,7,1,,1,0,0,11,1,,1,BYU Idaho,14,3.6,0,6,1,Finance,1,6,1,25,0.5,8,0,3,0,,,0,6,5,1,0,1,3,5,,,,,1,,726
12/9/2019 11:44,12/9/2019 11:53,0,136.36.105.214,100,560,1,12/9/2019 11:53,R_2zTIJs631mxYlo0,,,,,40.23420715,-111.6442032,anonymous,EN,kyesen,1,6,0,,,0.5,5,5,1,"1,6,7",,MarioKart,"3,5",,1,1,1,1,4,1,7,1,1,1,4,3,1,6,7,1,"1,2,3,4,8",,2,1,2,2,3,2,6,7,4,5,5,5,1,2,2,,3,22,1,3.6,12,0,6,5,5,6,4,3,4,3,6,6,2,4,5,6,0,24,0,0,,,1,1,4,4,6,3,0,,,1,0,,1,University of Utah,12,3.2,0,6,1,Finance,1,6,1,100,10,10,2,0,0,,,1,7,6,1,0,1,3,1,,,,,1,,560
12/9/2019 11:45,12/9/2019 11:53,0,128.187.116.5,100,509,1,12/9/2019 11:53,R_3ER0dBrI59CJVUP,,,,,40.35949707,-111.7303009,anonymous,EN,rsummer4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"1,2,5,6",,2,0,6,3,5,5,7,7,6,6,2,5,1,2,4,,4,26,1,3.6,17,0,5,5,6,6,6,6,6,5,6,5,6,3,2,5,0,19,0,0,,,0,1,6,7,2,2,0,,,0.5,1,,0,,,3.49,1,5,1,Supply chain ,1,6,1,95,3,9,2,0,1,4,Sitting near eachother in class,1,6,5,0,0,1,3,4,,,,,1,,509
12/9/2019 11:07,12/9/2019 11:54,0,128.187.116.27,100,2814,1,12/9/2019 11:54,R_ZgyQQo18iWNSYMN,,,,,40.35949707,-111.7303009,anonymous,EN,alundin7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"1,2,5,8",,3,1,6,5,6,7,3,,4,7,5,5,1,2,2,,1,29,26,4,14,0,5,5,7,7,7,7,6,6,7,6,6,6,7,7,0,19,1,0,,,0,1,5,5,5,2,0,,,0,1,,0,,,3.68,1,6,1,pre- human resources management,0,6,1,100,2,6,1,0,0,,,0,5,5,0,1,1,3,5,,,,,0,,2814
12/9/2019 11:39,12/9/2019 11:54,0,66.219.252.208,100,902,1,12/9/2019 11:55,R_33wjRK05Px2F2sV,,,,,40.25840759,-111.6591034,anonymous,EN,nathanva,1,4,1,2,,1,5,3,0.5,"1,6,11","1,7,18",Clash Royale,"3,7",,6,6,7,3,4,5,4,6,6,2,4,5,7,5,4,1,"1,2,5,8",,3,0,6,7,6,5,6,7,6,6,3,4,2,2,1,,1,28,1,3.97,15,0,7,6,5,7,7,7,6,5,6,6,5,4,5,4,0,22,0,0,,,1,1,6,6,4,2,0,,,2,1,,0,,,4,0,6,1,finance or accounting,0,6,1,100,2,5,0,0,0,,,1,6,6,0,0,0,,,,,,,0,,902
12/9/2019 11:50,12/9/2019 11:58,0,128.187.116.14,100,468,1,12/9/2019 11:58,R_323nanQe4HVNdua,,,,,40.35949707,-111.7303009,anonymous,EN,emmagut,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"1,2,6",,1,0,7,5,5,2,3,7,4,4,6,5,1,5,"1,2,4",,6,26,20,3.7,13,0,3,4,7,7,7,7,7,6,6,6,3,5,6,5,0,22,1,0,,,1,1,4,4,6,3,0,,,2,0,,1,CSN,15,3.4,1,4,1,ExDM,0,6,1,93,5,10,3,5,0,,,0,6,1,0,1,1,1,,,15,,,1,n/a,468
12/9/2019 10:47,12/9/2019 12:01,0,128.187.116.28,100,4440,1,12/9/2019 12:01,R_2P4ZzVdgzlOhBAe,,,,,40.35949707,-111.7303009,anonymous,EN,zbj27,1,8,1,"1,2,3",,8,4,"2,3",2,"4,7,8,9",,Skyrim,5,,7,7,7,7,4,7,6,7,6,4,5,5,5,5,4,1,"1,2,8",,2,1,3,4,3,3,5,2,1,6,3,5,2,4,"1,2",,2,31,21,3.7,16,0,5,6,2,2,2,6,3,3,6,5,2,7,2,6,0,23,1,0,,,1,1,4,5,5,3,0,,,0,1,,0,,,3.3,0,6,2,Advertising ,0,6,1,0,0.5,2,0,0,0,,,0,2,2,0,0,1,1,,,4,,,1,"I generally think that video games are a waste of time and an escape, but I still enjoy playing them once in a while when I’m bored. I hate it when they are a means of procrastination. ",4440
12/9/2019 11:50,12/9/2019 12:01,0,128.187.116.6,100,657,1,12/9/2019 12:01,R_3fvlrf1lv5vVzqe,,,,,40.35949707,-111.7303009,anonymous,EN,wsannar,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"1,2,5,8",,2,1,5,6,6,7,5,6,5,6,7,6,1,3,2,,6,29,26,4,12,0,6,6,6,6,5,2,3,4,6,5,3,4,3,5,0,19,0,0,,,0,1,6,6,5,3,0,,,3,0,,0,,,3.25,1,6,1,Experience Design and Management,0,6,1,31,3,10,0,0,1,2,"We sat by each other on the first day of accounting and marketing and finance, so we're friends now.",0,5,4,0,0,1,1,,,9,,,1,"I rarely, if never use video games, but social media is a big distraction in my life. I have to leave my phone at home and study in the library in order to avoid being distracted.",657
12/9/2019 11:56,12/9/2019 12:04,0,128.187.116.12,100,490,1,12/9/2019 12:04,R_3mmM160w6xkUNyx,,,,,40.35949707,-111.7303009,anonymous,EN,jhh96,1,17,1,"1,2",,10,5,5,2,"2,10",,,2,,7,6,5,6,6,6,6,5,3,6,4,4,4,5,6,1,1,,1,1,7,7,7,5,4,3,3,3,6,2,1,4,,,3,31,1,3.98,13,0,6,6,4,4,5,3,5,4,5,6,5,5,1,1,0,22,1,0,,,1,1,5,5,5,4,0,,,0,0,,0,,,3.4,0,6,1,Finance,0,6,1,100,3,3,0,0,0,,,1,6,4,0,0,0,,,,,,,1,"Video games are not bad.  They offer stress relief,  enjoyment, relaxation,  etc., as far as my experience has shown.  I think they get a bad wrap from the media because parents are already scared of them.",490
12/9/2019 12:00,12/9/2019 12:07,0,128.187.116.4,100,431,1,12/9/2019 12:07,R_1BUUIDsROqeb4cA,,,,,40.35949707,-111.7303009,anonymous,EN,spretty1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"1,2,5,6,8",,5,1,6,6,6,5,5,7,5,6,3,5,1,6,9,,3,29,27,3.9,15,0,6,6,7,7,7,7,5,6,6,6,5,5,5,6,0,20,0,0,,,0,1,5,5,1,3,0,,,2,1,,0,,,3.7,1,6,1,Pre-business,0,6,1,100,3,7,0,0,0,,,1,3,6,0,0,1,1,,,16,,,1,,431
12/9/2019 11:58,12/9/2019 12:07,0,174.52.70.24,100,518,1,12/9/2019 12:07,R_3PcPIDqwxP4Q7UE,,,,,40.25840759,-111.6591034,anonymous,EN,brianj4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,3,3,3,2,6,2,4,6,7,5,1,7,"2,4,9",,7,29,1,3.8,15,1,5,5,2,6,5,6,6,5,6,7,1,7,5,5,0,22,0,0,,,1,1,5,5,1,3,0,,,0,1,,0,,,3.57,0,6,0,Chinese,0,5,1,85,1,3,1,3,0,,,0,5,5,0,1,0,,,,,,,0,,518
12/9/2019 12:00,12/9/2019 12:09,0,128.187.116.16,100,527,1,12/9/2019 12:09,R_3ikXGDHxBxAb94r,,,,,40.35949707,-111.7303009,anonymous,EN,hunthall,1,8,1,1,,1,5,5,1,"1,2,6,7,11",4,Madden ,3,,6,6,3,5,4,5,5,4,5,2,5,4,3,5,6,1,"1,2,3,5,8",,2,1,6,6,6,6,4,5,6,6,2,3,3,5,"1,2",,2,25,1,3.65,14,0,5,5,6,6,5,5,5,5,6,6,5,6,5,4,0,22,0,0,,,1,1,5,5,2,2,0,,,0,1,,0,,,3.86,0,6,1,strategy,1,6,1,100,1,8,2,0,0,,,0,6,5,0,0,1,3,4,,,,,1,,527
12/9/2019 12:03,12/9/2019 12:09,0,128.187.116.18,100,355,1,12/9/2019 12:09,R_1FQ7OYvMBK3SKLF,,,,,40.35949707,-111.7303009,anonymous,EN,jcline23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"1,2,8",,0.5,0,7,7,6,3,7,7,7,7,2,7,1,5,2,,1,27,1,3.9,15,0,6,6,6,6,5,6,5,6,6,6,6,2,3,4,0,21,0,0,,,1,1,5,5,3,3,0,,,1,1,,0,,,3.93,0,6,1,Finance,0,6,1,90,4,10,2,0,0,,,1,6,6,0,0,0,,,,,,,0,,355
12/9/2019 11:43,12/9/2019 12:10,0,128.187.116.23,100,1645,1,12/9/2019 12:10,R_24O8MY2KnfSguHK,,,,,40.35949707,-111.7303009,anonymous,EN,mpenalba,1,6,1,2,,3,5,5,1,1,,Halo ,3,,6,5,6,6,4,6,3,5,3,5,5,2,2,2,6,1,"1,2,3,8",,2,1,7,7,7,7,6,7,6,7,7,2,1,4,2,,4,25,1,3.8,9,0,5,5,7,6,7,6,2,6,6,6,6,2,5,2,0,24,0,0,,,1,1,6,7,5,3,0,,,0,0,,0,,,3.13,0,6,1,Global Supply Chain Management ,0,6,1,100,4,10,3,0,0,,,0,5,6,1,0,1,"1,5",,,5,,"Enneagram, DISC, and the Color Code test",1,"I only recently got back into video games, like three weeks ago, so I’m not sure if I am going to keep doing this, I might and I might not. ",1645
12/9/2019 12:05,12/9/2019 12:10,0,136.36.200.231,100,296,1,12/9/2019 12:10,R_DdcpHZduB1A9Gnf,,,,,40.23420715,-111.6442032,anonymous,EN,lucyag ,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"1,2,3,5,6",,3,1,6,6,5,3,6,5,5,6,3,1,1,3,"1,2",,2,36,31,3.98,15,0,6,7,6,6,4,5,3,6,7,6,4,3,5,5,0,19,0,0,,,0,1,6,6,6,3,0,,,4,1,,0,,,3.77,1,6,1,pre-accounting ,0,6,1,15,0.5,7,0,0,0,,,0,3,5,0,0,1,"1,3",5,,17,,,0,,296
